site,local_site,year,location,depth,date,time,chl_a,pH,temp,std_conduct,conduct,DO,sat,nitrate,secchi,PAR,comments
NWT,GL4,2015,LAKE,11,8/11/15,11:39,NaN,5.01,9.31,6,8,5.55,48.3,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,12,8/11/15,11:45,NaN,5,9.24,6,9,5.07,44,NaN,NaN,NaN,NaN
NWT,GL1,2015,LAKE,0,8/13/15,9:13,12.68,8.32,12.13,23,30,6.17,57.4,NaN,5,1940,"sunny, cloudy, windy"
NWT,GL1,2015,LAKE,1,8/13/15,9:30,NaN,8.31,12.13,24,32,6.13,57,NaN,NaN,871.1,Chl-a: all 500mL
NWT,GL1,2015,LAKE,2,8/13/15,9:31,NaN,8.1,12.13,24,32,6.13,57.1,NaN,NaN,595.5,NaN
NWT,GL1,2015,LAKE,3,8/13/15,9:15,7.64,8.15,12.12,23,31,6.14,57.1,NaN,NaN,387.9,NaN
NWT,GL1,2015,LAKE,4,8/13/15,9:34,NaN,8.01,12.1,22,30,6.13,57.1,NaN,NaN,235.9,NaN
NWT,GL1,2015,LAKE,5,8/13/15,9:38,NaN,8.34,12.06,23,31,6.23,57.8,NaN,NaN,176.7,NaN
NWT,GL1,2015,LAKE,6,8/13/15,9:22,11.86,8.04,11.99,24,32,6.07,56.3,NaN,NaN,122.7,NaN
NWT,GL1,2015,LAKE,7,8/13/15,9:47,NaN,7.44,11.58,24,32,6.04,53.3,NaN,NaN,81.58,NaN
NWT,GL4,2015,INLET,0,8/18/15,10:19,3.74,7.1,9.79,4,6,7.76,68.4,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,0,8/18/15,11:45,8.2,7,10.98,6,8,7.38,66.9,NaN,6.5,1891,"cold, very windy, sunny"
NWT,GL4,2015,OUTLET,0,8/18/15,9:50,5.85,7.04,10.83,6,8,7.51,67.9,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,1,8/18/15,6:14,NaN,6.16,10.98,6,8,7.39,67,NaN,NaN,1180,NaN
NWT,GL4,2015,LAKE,2,8/18/15,6:43,NaN,6.2,10.98,6,8,7.37,66.7,NaN,NaN,711.1,Chl-a: all 500mL
NWT,GL4,2015,LAKE,3,8/18/15,11:45,6.24,7.02,10.95,6,8,7.4,67,NaN,NaN,689.1,NaN
NWT,GL4,2015,LAKE,4,8/18/15,12:32,NaN,6.44,10.9,6,8,7.4,66.9,NaN,NaN,394.4,NaN
NWT,GL4,2015,LAKE,5,8/18/15,12:34,NaN,6.29,10.89,6,8,7.34,66.4,NaN,NaN,233.6,NaN
NWT,GL4,2015,LAKE,6,8/18/15,12:36,NaN,6.83,10.83,6,8,7.32,66.3,NaN,NaN,112.9,NaN
NWT,GL4,2015,LAKE,7,8/18/15,12:37,NaN,6.52,10.83,6,8,7.33,66.2,NaN,NaN,182.1,NaN
NWT,GL4,2015,LAKE,8,8/18/15,12:40,NaN,6.08,10.78,6,8,7.3,65.8,NaN,NaN,125.9,NaN
NWT,GL4,2015,LAKE,9,8/18/15,11:55,7.3,6.29,10.51,6,8,7.27,65.1,NaN,NaN,110.4,NaN
NWT,GL4,2015,LAKE,10,8/18/15,12:43,NaN,5.9,9.63,6,9,6.65,58.3,NaN,NaN,77.25,NaN
NWT,GL4,2015,LAKE,11,8/18/15,12:49,NaN,5.47,9.44,6,9,6.04,52.8,NaN,NaN,NaN,NaN
NWT,GL4,2015,LAKE,12,8/18/15,12:52,NaN,5.05,9.32,6,9,5.75,50.1,NaN,NaN,NaN,NaN
NWT,ALB,2016,INLET,0,6/23/16,11:55,11.06,6.89,6.89,10,11,9.12,78.3,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,0,6/23/16,10:16,15.63,7.17,9.44,10,15,9.78,85.6,NaN,5,259,Van Dorn rope too short to get to 13m
NWT,ALB,2016,LAKE,1,6/23/16,10:18,NaN,7.23,9.44,10,15,9.75,85.3,NaN,NaN,155,"samples taken at 0m, 3m and 8.5m"
NWT,ALB,2016,LAKE,2,6/23/16,10:20,NaN,7.24,9.44,10,15,9.75,85.1,NaN,NaN,110,NaN
NWT,ALB,2016,LAKE,3,6/23/16,10:21,17.64,7.23,9.42,10,14,9.78,85.4,NaN,NaN,69,NaN
NWT,ALB,2016,LAKE,4,6/23/16,10:23,NaN,0.24,9.42,10,14,9.73,84.9,NaN,NaN,43,NaN
NWT,ALB,2016,LAKE,5,6/23/16,10:24,NaN,7.14,9.4,10,15,9.74,85.2,NaN,NaN,25,NaN
NWT,ALB,2016,LAKE,6,6/23/16,10:25,NaN,7.14,9.39,10,14,9.72,85,NaN,NaN,16,NaN
NWT,ALB,2016,LAKE,7,6/23/16,10:26,NaN,7.01,8.98,10,14,9.81,84.7,NaN,NaN,10,NaN
NWT,ALB,2016,LAKE,8.5,6/23/16,10:27,10.86,6.77,7.59,10,14,9.76,81.8,NaN,NaN,6,NaN
NWT,ALB,2016,LAKE,9,6/23/16,10:29,NaN,6.64,7.42,10,15,9.73,81.1,NaN,NaN,4,NaN
NWT,ALB,2016,LAKE,10,6/23/16,10:30,NaN,6.52,7.23,10,15,9.45,78.5,NaN,NaN,2,Cable for LiCOR only 10m long
NWT,ALB,2016,LAKE,11,6/23/16,10:31,NaN,6.36,7.16,10,15,9.33,77.2,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,12,6/23/16,10:33,NaN,6.26,7.05,10,15,9.09,75.1,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,13,6/23/16,10:34,NaN,6.28,7,10,15,8.39,69,NaN,NaN,NaN,NaN
NWT,ALB,2016,AIR,NaN,6/23/16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,460,"Windy, cloudy"
NWT,GL1,2016,LAKE,0,7/7/16,8:34,5.15,7.51,10.09,22,31,5.16,45.7,NaN,4.5,1041,NaN
NWT,GL1,2016,LAKE,1,7/7/16,8:37,NaN,7.17,10.05,21,29,5.12,45.4,NaN,NaN,561,NaN
NWT,GL1,2016,LAKE,2,7/7/16,8:41,NaN,7.05,9.99,22,30,5.01,44.4,NaN,NaN,465,NaN
NWT,GL1,2016,LAKE,3,7/7/16,8:43,6.04,6.91,9.98,22,31,5.12,45.3,NaN,NaN,278,NaN
NWT,GL1,2016,LAKE,4,7/7/16,8:45,NaN,7.45,9.98,22,30,5.11,45,NaN,NaN,190.2,NaN
NWT,GL1,2016,LAKE,5,7/7/16,8:53,NaN,7.03,9.74,22,31,5.13,45.2,NaN,NaN,142.5,NaN
NWT,GL1,2016,LAKE,6,7/7/16,8:57,13.77,6.95,9.12,21,30,9.19,79.7,NaN,NaN,96,NaN
NWT,GL1,2016,LAKE,7,7/7/16,9:00,NaN,6.24,8.18,26,38,10.32,87,NaN,NaN,0.06,NaN
NWT,GL1,2016,LAKE,8,7/7/16,9:04,NaN,6.32,8.09,26,39,9.02,75.7,NaN,NaN,0.003,NaN
NWT,GL1,2016,AIR,NaN,7/7/16,8:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1368,"no clouds, sunny, warm. Calm wind"
NWT,ALB,2016,INLET,0,7/14/16,10:48,5.56,7.11,11.84,9,11,8.93,80.7,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,0,7/14/16,9:45,17.4,7.79,11.94,10,14,9.27,85.8,NaN,3.75,1133,NaN
NWT,ALB,2016,LAKE,1,7/14/16,9:47,NaN,7.77,11.96,11,14,9.35,86.7,NaN,NaN,550,NaN
NWT,ALB,2016,LAKE,2,7/14/16,9:48,NaN,7.77,11.93,11,14,9.69,89.8,NaN,NaN,531,NaN
NWT,ALB,2016,LAKE,3,7/14/16,9:51,8.33,7.78,11.77,10,14,9.73,89.9,NaN,NaN,350,NaN
NWT,ALB,2016,LAKE,4,7/14/16,9:52,NaN,7.76,11.73,10,13,9.68,89.3,NaN,NaN,175,NaN
NWT,ALB,2016,LAKE,5,7/14/16,9:54,NaN,7.68,11.53,10,13,9.7,89.2,NaN,NaN,138,NaN
NWT,ALB,2016,LAKE,6,7/14/16,9:56,NaN,7.54,11.31,10,14,8.76,80.5,NaN,NaN,91.5,NaN
NWT,ALB,2016,LAKE,7,7/14/16,9:58,NaN,7.48,10.83,10,13,8.92,80.7,NaN,NaN,25.8,NaN
NWT,ALB,2016,LAKE,8,7/14/16,10:00,NaN,7.38,10.21,10,13,9.2,82.1,NaN,NaN,33.8,NaN
NWT,ALB,2016,LAKE,9,7/14/16,10:03,NaN,7.11,9.82,10,14,8.85,78.2,NaN,NaN,20.8,NaN
NWT,ALB,2016,LAKE,10,7/14/16,10:05,NaN,6.82,9.67,10,14,9.96,87.7,NaN,NaN,12.5,Cable for LiCOR only 10m long
NWT,ALB,2016,LAKE,11,7/14/16,10:10,NaN,6.88,9.41,10,14,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate. Connectors were wet
NWT,ALB,2016,LAKE,12,7/14/16,10:18,22.38,6.85,8.95,10,14,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate. Connectors were wet
NWT,ALB,2016,LAKE,13,7/14/16,10:24,NaN,6.31,8.66,10,14,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate. Connectors were wet
NWT,ALB,2016,AIR,NaN,7/14/16,9:44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1833,"sunny, warm, no clouds, little wind"
NWT,GL4,2016,INLET,0,7/19/16,11:45,1.17,6.79,12.71,5,7,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,LAKE,0,7/19/16,10:04,5.24,6.73,10.39,5,8,7.29,64.3,NaN,3.25,1106,NaN
NWT,GL4,2016,OUTLET,0,7/19/16,12:03,7.34,7.23,11.46,6,8,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,LAKE,1,7/19/16,10:06,NaN,6.63,10.39,6,8,6.81,61,NaN,NaN,830,NaN
NWT,GL4,2016,LAKE,2,7/19/16,10:10,NaN,6.45,10.34,6,9,6.91,61.7,NaN,NaN,456,NaN
NWT,GL4,2016,LAKE,3,7/19/16,10:14,6.3,6.63,10.25,5,7,6.67,59.6,NaN,NaN,300,NaN
NWT,GL4,2016,LAKE,4,7/19/16,10:18,NaN,6.14,10,6,8,6.71,59.5,NaN,NaN,226,NaN
NWT,GL4,2016,LAKE,5,7/19/16,10:22,NaN,5.96,9.88,5,8,6.65,58.2,NaN,NaN,113,NaN
NWT,GL4,2016,LAKE,6,7/19/16,10:28,NaN,6.73,9.54,5,7,NaN,NaN,NaN,NaN,121,DO sensor inaccurate
NWT,GL4,2016,LAKE,7,7/19/16,10:31,NaN,6.52,9.34,5,8,NaN,NaN,NaN,NaN,26,DO sensor inaccurate
NWT,GL4,2016,LAKE,8,7/19/16,10:35,NaN,5.86,8.22,5,8,NaN,NaN,NaN,NaN,19,DO sensor inaccurate
NWT,GL4,2016,LAKE,9,7/19/16,10:39,15.91,5.49,7.5,6,8,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,LAKE,10,7/19/16,10:44,NaN,5.24,6.54,6,9,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,LAKE,11,7/19/16,10:46,NaN,4.87,6.33,6,9,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,LAKE,12,7/19/16,10:48,NaN,4.55,6.28,6,9,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,LAKE,13,7/19/16,10:50,NaN,4.4,6.21,6,9,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,AIR,NaN,7/19/16,10:00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1925,"partly cloudy, slight breeze"
NWT,GL1,2016,LAKE,0,7/21/16,8:40,2.31,7.12,12.76,23,30,5.88,55.8,NaN,7,945,NaN
NWT,GL1,2016,LAKE,1,7/21/16,8:45,NaN,7.26,12.73,23,30,6.35,60.1,NaN,NaN,720,NaN
NWT,GL1,2016,LAKE,2,7/21/16,8:46,NaN,7.18,12.69,23,31,5.72,53.9,NaN,NaN,361,NaN
NWT,GL1,2016,LAKE,3,7/21/16,8:49,1.21,7.17,12.69,23,30,6.55,61.8,NaN,NaN,491,NaN
NWT,GL1,2016,LAKE,4,7/21/16,8:51,NaN,7.17,12.64,23,30,8.51,80,NaN,NaN,271,NaN
NWT,GL1,2016,LAKE,5,7/21/16,8:52,NaN,7.24,12.48,23,30,7.02,66,NaN,NaN,179,NaN
NWT,GL1,2016,LAKE,6,7/21/16,8:55,10.19,7.27,11.75,23,31,8.93,82.3,NaN,NaN,41,NaN
NWT,GL1,2016,LAKE,7,7/21/16,8:56,NaN,7.01,10.39,22,30,NaN,NaN,NaN,NaN,60,"DO sensor inaccurate, bubble in membrane"
NWT,GL1,2016,LAKE,8,7/21/16,8:58,NaN,6.95,10.12,25,35,NaN,NaN,NaN,NaN,0.01,NaN
NWT,GL1,2016,AIR,NaN,7/21/16,8:40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1650,"some clouds, sunny, little wind"
NWT,GL4,2016,INLET,0,7/26/16,11:00,1.23,7.36,10.53,4,6,4.91,44.1,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,0,7/26/16,9:19,12.01,8,11.15,6,8,5.35,48.8,NaN,2.25,857,NaN
NWT,GL4,2016,OUTLET,0,7/26/16,11:32,11.82,9,11.39,8,8,4.55,41.6,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,1,7/26/16,9:52,NaN,6.99,11.16,6,9,5.22,47.4,NaN,NaN,442,NaN
NWT,GL4,2016,LAKE,2,7/26/16,10:04,NaN,6.99,11.17,6,8,7.83,71.4,NaN,NaN,380,NaN
NWT,GL4,2016,LAKE,3,7/26/16,10:12,10.54,6.76,11.17,6,8,8.05,73.1,NaN,NaN,238,NaN
NWT,GL4,2016,LAKE,4,7/26/16,10:16,NaN,6.49,10.99,6,8,8.51,77.2,NaN,NaN,158,NaN
NWT,GL4,2016,LAKE,5,7/26/16,10:19,NaN,6.65,10.96,6,8,7.89,71.4,NaN,NaN,110.1,NaN
NWT,GL4,2016,LAKE,6,7/26/16,10:21,NaN,6.02,10.55,6,8,8.33,74.7,NaN,NaN,65.73,NaN
NWT,GL4,2016,LAKE,7,7/26/16,10:23,NaN,6.01,10.5,5,8,8.45,75.8,NaN,NaN,51.18,NaN
NWT,GL4,2016,LAKE,8,7/26/16,10:26,NaN,5.68,10.07,6,8,8.88,78.9,NaN,NaN,37.17,NaN
NWT,GL4,2016,LAKE,9,7/26/16,10:29,13.09,5.45,9.43,6,8,NaN,NaN,NaN,NaN,22.5,DO sensor inaccurate
NWT,GL4,2016,LAKE,10,7/26/16,10:32,NaN,4.95,7.74,6,9,NaN,NaN,NaN,NaN,14.3,DO sensor inaccurate
NWT,GL4,2016,LAKE,11,7/26/16,10:35,NaN,4.34,6.55,6,9,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,LAKE,12,7/26/16,10:37,NaN,4.03,6.47,6,9,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,LAKE,13,7/26/16,10:38,NaN,3.95,6.45,6,9,NaN,NaN,NaN,NaN,NaN,DO sensor inaccurate
NWT,GL4,2016,AIR,NaN,7/26/16,9:18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,508,"overcast, slight breeze"
NWT,ALB,2016,INLET,0,7/28/16,9:52,4.7,7.19,12.31,9,12,5.26,49.2,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,0,7/28/16,8:37,6.71,8.05,13.06,11,14,5.63,53.6,NaN,4,1000,NaN
NWT,ALB,2016,LAKE,1,7/28/16,8:40,NaN,8.02,13.07,10,13,5.5,52.3,NaN,NaN,551,NaN
NWT,ALB,2016,LAKE,2,7/28/16,8:41,NaN,7.98,12.94,11,14,5.51,52.4,NaN,NaN,310,NaN
NWT,ALB,2016,LAKE,3,7/28/16,8:42,5.43,7.97,12.83,11,14,5.52,52.3,NaN,NaN,245,NaN
NWT,ALB,2016,LAKE,4,7/28/16,8:44,NaN,7.92,12.78,11,14,5.47,51.7,NaN,NaN,110,NaN
NWT,ALB,2016,LAKE,5,7/28/16,8:46,NaN,7.88,12.73,10,14,5.45,51.6,NaN,NaN,84,NaN
NWT,ALB,2016,LAKE,6,7/28/16,8:47,NaN,7.76,12.51,11,14,5.43,51,NaN,NaN,46,NaN
NWT,ALB,2016,LAKE,7,7/28/16,8:50,NaN,7.53,12.42,10,13,5.34,50.2,NaN,NaN,31.5,NaN
NWT,ALB,2016,LAKE,8,7/28/16,8:52,NaN,7.34,12.4,10,14,5.36,50.2,NaN,NaN,22.5,NaN
NWT,ALB,2016,LAKE,9,7/28/16,8:56,NaN,6.96,12.1,10,13,5.17,48.1,NaN,NaN,17.3,NaN
NWT,ALB,2016,LAKE,10,7/28/16,8:57,NaN,6.25,10.66,10,14,4.47,39.5,NaN,NaN,9.8,Cable for LiCOR only 10m long
NWT,ALB,2016,LAKE,11,7/28/16,9:00,NaN,5.91,9.84,10,14,3.52,31.1,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,12,7/28/16,9:02,5.22,5.73,9.22,10,15,3.01,26.3,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,13,7/28/16,9:04,NaN,5.58,9.02,11,15,2.64,22.8,NaN,NaN,NaN,NaN
NWT,ALB,2016,AIR,NaN,7/28/16,8:37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1200,"no clouds,warm, light breeze"
NWT,GL4,2016,INLET,0,8/2/16,10:23,0.65,6.95,11.79,4,6,5.14,47.4,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,0,8/2/16,9:22,2.38,8.8,11.76,6,8,5.37,50,NaN,2.25,740,NaN
NWT,GL4,2016,OUTLET,0,8/2/16,10:50,3.1,8.96,11.96,8,8,5.53,57.2,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,1,8/2/16,9:24,NaN,8.7,11.67,6,8,5.32,49,NaN,NaN,442,NaN
NWT,GL4,2016,LAKE,2,8/2/16,9:26,NaN,8.44,11.6,6,8,5.38,49.4,NaN,NaN,281,NaN
NWT,GL4,2016,LAKE,3,8/2/16,9:28,3.89,8.06,11.48,6,8,5.44,50.4,NaN,NaN,145,NaN
NWT,GL4,2016,LAKE,4,8/2/16,9:30,NaN,7.69,11.27,6,8,5.34,48.8,NaN,NaN,105,NaN
NWT,GL4,2016,LAKE,5,8/2/16,9:32,NaN,7.3,11.16,6,8,5.21,47.6,NaN,NaN,77,NaN
NWT,GL4,2016,LAKE,6,8/2/16,9:34,NaN,7,11.1,6,8,5.08,46.2,NaN,NaN,55,NaN
NWT,GL4,2016,LAKE,7,8/2/16,9:36,NaN,6.14,10.96,6,8,5.01,45.4,NaN,NaN,27,NaN
NWT,GL4,2016,LAKE,8,8/2/16,9:38,NaN,5.47,10.83,6,8,5.04,45.5,NaN,NaN,19,NaN
NWT,GL4,2016,LAKE,9,8/2/16,9:40,6.58,5.34,10.67,6,8,5.03,45.2,NaN,NaN,15,NaN
NWT,GL4,2016,LAKE,10,8/2/16,9:43,NaN,4.62,9.68,6,8,4.97,43.8,NaN,NaN,10,NaN
NWT,GL4,2016,LAKE,11,8/2/16,9:47,NaN,3.06,6.89,6,9,4.26,34.8,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,12,8/2/16,9:49,NaN,NaN,6.71,6,9,3.94,32.2,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,13,8/2/16,9:57,NaN,4.1,6.64,6,9,3.6,29.6,NaN,NaN,NaN,NaN
NWT,GL4,2016,AIR,NaN,8/2/16,9:20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,837,"partly cloudy, little wind, calm"
NWT,GL1,2016,LAKE,0,8/4/16,8:24,1.51,7.93,13.58,24,31,5.03,48,NaN,4.5,678,NaN
NWT,GL1,2016,LAKE,1,8/4/16,8:32,NaN,8,13.58,24,30,5,48.1,NaN,NaN,415,NaN
NWT,GL1,2016,LAKE,2,8/4/16,8:34,NaN,7.99,13.56,24,30,5.03,48.3,NaN,NaN,245,NaN
NWT,GL1,2016,LAKE,3,8/4/16,8:36,1.67,7.98,13.53,24,31,4.99,47.6,NaN,NaN,200,NaN
NWT,GL1,2016,LAKE,4,8/4/16,8:38,NaN,7.97,13.51,23,30,5.08,48.7,NaN,NaN,148,NaN
NWT,GL1,2016,LAKE,5,8/4/16,8:41,NaN,7.95,13.51,24,31,4.98,47.6,NaN,NaN,115,NaN
NWT,GL1,2016,LAKE,6,8/4/16,8:42,2.12,7.91,13.31,24,31,5.04,48,NaN,NaN,89,NaN
NWT,GL1,2016,LAKE,7,8/4/16,8:44,NaN,7.81,13.13,24,31,4.91,46.9,NaN,NaN,63,NaN
NWT,GL1,2016,LAKE,8,8/4/16,8:46,NaN,7.58,12.01,23,31,6.68,43.2,NaN,NaN,43,NaN
NWT,GL1,2016,AIR,NaN,8/4/16,8:25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,411,"cloud cover, cool, calm"
NWT,GL4,2016,INLET,0,8/9/16,10:59,0.99,6.83,12.37,6,7,5.6,52.8,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,0,8/9/16,9:24,1.54,6.73,10.92,6,8,5.46,49.5,NaN,3.5,1225,NaN
NWT,GL4,2016,OUTLET,0,8/9/16,12:09,0.71,7.14,12.74,7,9,5.7,53.8,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,1,8/9/16,9:26,NaN,6.22,10.92,6,8,5.43,49.3,NaN,NaN,1108,NaN
NWT,GL4,2016,LAKE,2,8/9/16,9:28,NaN,5.66,10.89,6,8,5.37,48.8,NaN,NaN,718,NaN
NWT,GL4,2016,LAKE,3,8/9/16,9:30,0.37,5.75,10.75,6,8,5.37,48.4,NaN,NaN,445,NaN
NWT,GL4,2016,LAKE,4,8/9/16,9:33,NaN,5.46,10.71,6,8,5.44,49,NaN,NaN,291,NaN
NWT,GL4,2016,LAKE,5,8/9/16,9:36,NaN,5.56,10.72,6,8,5.39,48.6,NaN,NaN,165,NaN
NWT,GL4,2016,LAKE,6,8/9/16,9:39,NaN,5.52,10.64,6,9,5.4,48.6,NaN,NaN,105,NaN
NWT,GL4,2016,LAKE,7,8/9/16,9:42,NaN,5.4,10.59,6,9,5.32,47.8,NaN,NaN,86,NaN
NWT,GL4,2016,LAKE,8,8/9/16,9:45,NaN,5.82,10.49,6,9,5.29,47.3,NaN,NaN,62,NaN
NWT,GL4,2016,LAKE,9,8/9/16,9:54,1.45,5.9,10.26,6,9,5.28,47.1,NaN,NaN,39,NaN
NWT,GL4,2016,LAKE,10,8/9/16,9:56,NaN,5.8,9.77,6,9,5.43,45.2,NaN,NaN,27,NaN
NWT,GL4,2016,LAKE,11,8/9/16,9:59,NaN,5.4,7.99,6,9,4.26,36,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,12,8/9/16,10:08,NaN,5.33,7.17,6,9,3.61,29.8,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,13,8/9/16,10:17,NaN,5.3,6.77,6,10,3.05,25,NaN,NaN,NaN,NaN
NWT,GL4,2016,AIR,NaN,8/9/16,9:23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1665,"sunny, slight/moderate winds"
NWT,ALB,2016,INLET,0,8/11/16,9:40,1.12,7.14,11.5,9,12,5.3,48.6,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,0,8/11/16,8:15,7.18,6.94,11.96,10,13,5.29,49,NaN,2.75,600,NaN
NWT,ALB,2016,LAKE,1,8/11/16,8:21,NaN,7.03,11.97,10,13,5.26,48.8,NaN,NaN,365,NaN
NWT,ALB,2016,LAKE,2,8/11/16,8:24,NaN,7.06,11.97,10,14,5.24,48.2,NaN,NaN,650,NaN
NWT,ALB,2016,LAKE,3,8/11/16,8:30,7.88,7.11,11.95,10,14,5.15,47.7,NaN,NaN,210,NaN
NWT,ALB,2016,LAKE,4,8/11/16,8:39,NaN,7.15,11.94,11,14,5.14,47.6,NaN,NaN,114,NaN
NWT,ALB,2016,LAKE,5,8/11/16,8:41,NaN,6.9,11.95,11,14,5.11,47.4,NaN,NaN,80,NaN
NWT,ALB,2016,LAKE,6,8/11/16,8:44,NaN,6.82,11.93,10,14,5.03,46.6,NaN,NaN,48.1,NaN
NWT,ALB,2016,LAKE,7,8/11/16,8:46,NaN,6.86,11.92,11,14,4.98,46.1,NaN,NaN,27,NaN
NWT,ALB,2016,LAKE,8,8/11/16,8:49,NaN,6.84,11.92,10,14,4.97,45.9,NaN,NaN,19.1,NaN
NWT,ALB,2016,LAKE,9,8/11/16,8:52,NaN,6.8,11.9,10,14,4.89,45.3,NaN,NaN,11.2,NaN
NWT,ALB,2016,LAKE,10,8/11/16,8:55,NaN,6.69,11.78,10,14,4.7,43.4,NaN,NaN,7.1,Cable for LiCOR only 10m long
NWT,ALB,2016,LAKE,11,8/11/16,8:57,NaN,6.62,11.66,10,14,4.57,42,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,12,8/11/16,8:59,2.17,6.28,11.06,10,14,3.68,34.7,NaN,NaN,NaN,NaN
NWT,ALB,2016,LAKE,13,8/11/16,9:02,NaN,5.79,9.3,11,16,0.88,7.8,NaN,NaN,NaN,NaN
NWT,ALB,2016,AIR,NaN,8/11/16,8:12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,700,NaN
NWT,GL4,2016,INLET,0,8/16/16,10:28,2.63,6.93,12.3,5,7,6.17,57.7,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,0,8/16/16,9:10,0.89,6.96,11.22,6,8,6.14,56,NaN,4.5,1044,NaN
NWT,GL4,2016,OUTLET,0,8/16/16,10:50,0.99,6.96,12.36,6,8,6.44,60.4,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,1,8/16/16,9:15,NaN,6.89,11.02,7,9,6.08,55,NaN,NaN,740,NaN
NWT,GL4,2016,LAKE,2,8/16/16,9:17,NaN,6.79,10.97,7,9,6.04,54.8,NaN,NaN,611,NaN
NWT,GL4,2016,LAKE,3,8/16/16,9:19,1.49,6.71,10.94,6,9,6.09,55.1,NaN,NaN,489,NaN
NWT,GL4,2016,LAKE,4,8/16/16,9:21,NaN,6.58,10.94,6,9,6.05,54.9,NaN,NaN,320,NaN
NWT,GL4,2016,LAKE,5,8/16/16,9:23,NaN,6.48,10.88,7,9,6.06,54.8,NaN,NaN,207,NaN
NWT,GL4,2016,LAKE,6,8/16/16,9:25,NaN,6.37,10.71,6,9,6.04,54.5,NaN,NaN,169,NaN
NWT,GL4,2016,LAKE,7,8/16/16,9:27,NaN,6.28,10.56,7,9,6.04,54.2,NaN,NaN,130,NaN
NWT,GL4,2016,LAKE,8,8/16/16,9:30,NaN,6.13,10.34,6,9,5.98,53.7,NaN,NaN,92,NaN
NWT,GL4,2016,LAKE,9,8/16/16,9:32,6.82,5.98,10.15,6,9,5.91,52.7,NaN,NaN,62,NaN
NWT,GL4,2016,LAKE,10,8/16/16,9:34,NaN,5.95,9.87,6,9,5.89,52.1,NaN,NaN,39,NaN
NWT,GL4,2016,LAKE,11,8/16/16,9:36,NaN,5.8,9.08,6,9,5.49,47.5,NaN,NaN,NaN,NaN
NWT,GL4,2016,LAKE,12,8/16/16,9:39,NaN,5.16,7.8,6,9,3.59,30,NaN,NaN,NaN,NaN
